,Year,Country,Case Number,Activity,Injury,Fatal (Y/N)
4868,1928,USA,1928.09.00,Fishing,Knee bitten,N
4869,1928,USA,1928.08.24.R,Other,Thumb & coat sleeve recovered from shark's gut,UNKNOWN
4870,1928,AUSTRALIA,1928.07.11,Diving,Injuries to chest,N
4871,1928,ITALY,1928.07.00,Other,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",N
4872,1928,USA,1928.06.24.R,Swimming,Bitten on leg,N
4873,1928,INDIA,1928.05.17,Other,No details,UNKNOWN
4874,1928,AUSTRALIA,1928.04.14.R,Fishing,Severe lacerations to arm,N
4875,1928,AUSTRALIA,1928.04.14,Other,Tissue of left leg stripped from knee to ankle ,N
4876,1928,OTHER,1928.04.09,Diving,FATAL,Y
4877,1928,AUSTRALIA,1928.04.06,Bathing,Lacerations to right leg ,N
4878,1928,AUSTRALIA,1928.04.04,Other,"FATAL, right hand severed, large lacerations on thigh",Y
4879,1928,AUSTRALIA,1928.03.28.R,Other,Hip bitten,N
4880,1928,AUSTRALIA,1928.02.20,Diving,FATAL,Y
4881,1928,OTHER,1928.02.00.b,Swimming,Right leg severely lacerated. Surgically amputated,N
4882,1928,OTHER,1928.02.00.a,Swimming,Right leg & hand severely lacerated,N
4883,1928,AUSTRALIA,1928.01.27,Other,FATAL,Y
4884,1928,USA,1928.01.21.b,Swimming,Body not recovered ,Y
4885,1928,USA,1928.01.21.a,Swimming,"FATAL, presumed taken by shark/s",Y
4886,1928,SOUTH AFRICA,1928.01.02,Other,Leg lacerated,N
4887,1928,SOUTH AFRICA,1928.01.00,Surfing,Foot bitten,N
4888,1928,SOUTH AFRICA,1928.00.00,Standing,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",N
4889,1927,SOUTH AFRICA,1927.12.28,Swimming,"FATAL, leg bitten  ",Y
4890,1927,AUSTRALIA,1927.11.03,Other,40 people perished,Y
4891,1927,BRAZIL,1927.10.25,Other,"Of 1256 on board, 295 perished, some were taken by sharks",Y
4892,1927,AUSTRALIA,1927.10.12,Other,No injury to man or horse,N
4893,1927,FIJI,1927.10.00,Other,Leg bitten. He survived,N
4894,1927,AUSTRALIA,1927.07.03,Other,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",N
4895,1927,PHILIPPINES,1927.05.29,Other," 55  perished, some were  taken by sharks",Y
4896,1927,AUSTRALIA,1927.05.09.R,Other,FATAL,Y
4897,1927,AUSTRALIA,1927.04.10,Diving,Extensive injuries to left leg,N
4898,1927,AUSTRALIA,1927.04.08,Diving,Leg injured,N
4899,1927,AUSTRALIA,1927.03.01,Surfing,"Right buttock & thigh bitten, thumb removed",N
4900,1927,OTHER,1927.02.14,Other,"Sharkss jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",N
4901,1927,AUSTRALIA,1927.02.09,Other,"No injury, but trouser leg shredded by shark",N
4902,1927,NEW ZEALAND,1927.02.00,Fishing,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,N
4903,1927,SOUTH AFRICA,1927.01.20,Surfing,Both thighs  lacerated,N
4904,1927,USA,1927.01.08.R,Swimming,Lost hand,N
4905,1927,AUSTRALIA,1927.01.03,Swimming,"FATAL, leg bitten from thigh to ankle",Y
4906,1927,AUSTRALIA,1927.00.00.b,Swimming,"FATAL, shoulder bitten ",Y
4907,1927,AUSTRALIA,1927.00.00.a,Diving,Shoulder bitten,N
4908,1926,AUSTRALIA,1926.12.02.R,Diving,FATAL,Y
4909,1926,AUSTRALIA,1926.11.17,Diving,Arm injured,N
4910,1926,PAPUA NEW GUINEA,1926.10.29.R,Other,"FATAL, abdomen bitten",Y
4911,1926,AUSTRALIA,1926.10.23.b,Bathing,"3"" laceration to leg",N
4912,1926,OTHER,1926.10.23.a,Other,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",N
4913,1926,PAPUA NEW GUINEA,1926.09.06.R,Other,FATAL,Y
4914,1926,USA,1926.08.24,Swimming,FATAL,Y
4915,1926,ITALY,1926.07.23,Swimming,"FATAL, body was not recovered",Y
4916,1926,USA,1926.07.12,Fishing,No injury to occupants,N
4917,1926,USA,1926.07.08,Swimming,Leg & hand lacerated and dog bitten,N
4918,1926,SPAIN,1926.07.03,Bathing,No injury,N
4919,1926,USA,1926.05.18,Swimming,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Y
4920,1926,OTHER,1926.04.22,Other,When taken back on board 2 hours later both legs were bleeding from shark bites,N
4921,1926,USA,1926.04.07,Swimming,Right leg bitten thigh to heel,N
4922,1926,AUSTRALIA,1926.03.17,Swimming,FATAL,Y
4923,1926,SOUTH AFRICA,1926.01.26,Swimming,Thigh lacerated,N
4924,1926,AUSTRALIA,1926.01.00,Other,Leg lacerated,N
4925,1926,OTHER,1926.00.00.d,Other,FATAL,Y
4926,1926,NEW ZEALAND,1926.00.00.c,Other,"Struck on head by sharks tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",N
4927,1926,OTHER,1926.00.00.b,Diving,"FATAL, femoral artery severed ",Y
4928,1926,SOUTH AFRICA,1926.00.00.a,Swimming,No details,UNKNOWN
4929,1925,AUSTRALIA,1925.11.22,Other,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Y
4930,1925,USA,1925.11.00.b,Other,Laceration across abdomen,N
4931,1925,USA,1925.11.00.a,Other,Both calves lacerated,N
4932,1925,SPAIN,1925.09.04,Fishing,Right hand bitten by hooked shark PROVOKED INCIDENT,N
4933,1925,OTHER,1925.09.03,Fishing,No injury but shark lifted boat out of the water,N
4934,1925,USA,1925.08.02,Swimming,"Multiple lacerations on both thighs, right buttock and hip",N
4935,1925,AUSTRALIA,1925.06.15,Other,Human arm found in shark,UNKNOWN
4936,1925,USA,1925.05.00,Other,"Right arm nearly severed at shoulder, left wrist lacerated",N
4937,1925,AUSTRALIA,1925.03.27,Other,"Left thigh bitten, leg surgically amputated ",N
4938,1925,AUSTRALIA,1925.03.12,Swimming,"FATAL, right forearm severed, lacerations from buttocks to heel L",Y
4939,1925,PAPUA NEW GUINEA,1925.03.10,Swimming,FATAL,Y
4940,1925,USA,1925.01.27.R,Swimming,Lacerations to arm,N
4941,1925,OTHER,1925.01.08,Diving,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",N
4942,1925,FIJI,1925.00.00,Diving,"Both arms bitten, surgically amputated",N
4943,1924,MEXICO,1924.11.25,Other,FATAL,Y
4944,1924,PANAMA,1924.11.24,Other,Knee bitten,N
4945,1924,USA,1924.11.21,Bathing,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y
4946,1924,OTHER,1924.10.31.R,Diving,Abrasions PROVOKED ATTACK,N
4947,1924,AUSTRALIA,1924.10.18,Bathing,Leg bitten,N
4948,1924,USA,1924.07.31,Standing,Left knee & leg bitten. (Tooth fragment recovered from kneecap),N
4949,1924,OTHER,1924.07.14,Fishing,Arms broken by hooked shark PROVOKED INCIDENT,N
4950,1924,USA,1924.07.04,Fishing,"No injury, shark tore hole in the side of the boat",N
4951,1924,USA,1924.06.18,Other,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,N
4952,1924,AUSTRALIA,1924.04.25,Swimming,"FATAL, partial remains recovered ",Y
4953,1924,PANAMA,1924.04.22,Other,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",N
4954,1924,AUSTRALIA,1924.04.20,Swimming,Abrasions,N
4955,1924,SOLOMON ISLANDS,1924.03.28.R,Swimming,"Left arm severed, leg bitten",N
4956,1924,SPAIN,1924.03.24,Fishing,"No injury to occupants, shark bit boat",N
4957,1924,AUSTRALIA,1924.02.13,Other,"Legs severely bitten, surgically amputated",N
4958,1924,AUSTRALIA,1924.02.08,Bathing,Probable drowning & scavenging,UNKNOWN
4959,1924,SOUTH AFRICA,1924.01.29,Swimming,FATAL,Y
4960,1924,SOUTH AFRICA,1924.01.25,Swimming,Foot lacerated,N
4961,1924,AUSTRALIA,1924.01.19,Swimming,"FATAL, right thigh severely bitten, left arm lacerated ",Y
4962,1923,AUSTRALIA,1923.12.12,Swimming,Lacerations to leg,N
4963,1923,AUSTRALIA,1923.12.02,Fishing,"FATAL, disappeared, thought to have been taken by a shark ",Y
4964,1923,AUSTRALIA,1923.11.23,Other,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Y
4965,1923,AUSTRALIA,1923.11.02,Fishing,FATAL,Y
4966,1923,AUSTRALIA,1923.10.20,Other,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Y
4967,1923,AUSTRALIA,1923.10.17,Fishing,"No injury to occupants, shark bit boat",N
4968,1923,AUSTRALIA,1923.10.16,Diving,"Arm severed, but survived",N
4969,1923,OTHER,1923.08.08,Fishing,Puncture wounds to left leg,N
4970,1923,AUSTRALIA,1923.07.02.R,Diving,non-fatal,N
4971,1923,AUSTRALIA,1923.06.16,Swimming,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Y
4972,1923,MEXICO,1923.06.06,Other,"No injury to occupants, shark rammed boat",N
4973,1923,AUSTRALIA,1923.05.23.R,Wading,Minor puncture wounds to foot,N
4974,1923,AUSTRALIA,1923.05.22,Diving,FATAL,Y
4975,1923,AUSTRALIA,1923.03.18,Diving,Lacerations to right thigh and knee,N
4976,1923,USA,1923.02.00,Swimming,"Right calf, right side of abdomen & left wrist & hand bitten",N
4977,1923,AUSTRALIA,1923.01.27.b,Other,Death may have been due to drowning,UNKNOWN
4978,1923,AUSTRALIA,1923.01.27.a,Swimming,"FATAL, back of thigh bitten ",Y
4979,1923,CUBA,1923.01.13,Other,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",Y
4980,1923,USA,1923.00.00.c,Fishing,No injury to occupant Shark struck boat,N
4981,1923,PHILIPPINES,1923.00.00.b,Other,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",Y
4982,1923,USA,1923.00.00.a,Fishing,Shark's tail broke his leg. PROVOKED INCIDENT,N
4983,1922,USA,1923.00.00.a,Fishing,Shark's tail broke his leg. PROVOKED INCIDENT,N
4984,1922,USA,1922.12.14,Bathing,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Y
4985,1922,AUSTRALIA,1922.12.05,Other,"FATAL, severe injuries to torso  ",Y
4986,1922,OTHER,1922.09.29,Fishing,FATAL,Y
4987,1922,AUSTRALIA,1922.10.29,Other,"FATAL, but shark involvement prior to death unconfirmed",UNKNOWN
4988,1922,USA,1922.09.28,Diving,Survived,N
4989,1922,OTHER,1922.09.26.R,Swimming,FATAL,Y
4990,1922,USA,1922.09.21.R,Fishing,"No injury to occupants, shark splintered stern",N
4991,1922,USA,1922.07.19,Other,Leg bitten,N
4992,1922,USA,1922.06.17,Other,"FATAL, thigh bitten",Y
4993,1922,OTHER,1922.05.24,Swimming,"FATAL, arm severed, thigh severely bitten  ",Y
4994,1922,SOUTH AFRICA,1922.05.06,Swimming,Abdomen & thigh bitten,N
4995,1922,AUSTRALIA,1922.04.26,Swimming,FATAL,Y
4996,1922,OTHER,1922.03.20,Fishing,Survived,N
4997,1922,OTHER,1922.03.13,Standing,"FATAL, right leg severed at thigh ",Y
4998,1922,AUSTRALIA,1922.03.02,Other,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Y
4999,1922,AUSTRALIA,1922.02.22.R,Swimming,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",Y
5000,1922,AUSTRALIA,1922.02.04,Swimming,"FATAL, both arms & shoulder bitten",Y
5001,1922,OTHER,1922.01.28.R,Bathing,FATAL,Y
5002,1922,AUSTRALIA,1922.01.15,Swimming,FATAL,Y
5003,1922,AUSTRALIA,1922.01.13,Standing,Small laceration on left thigh & swim costume torn,N
5004,1922,AUSTRALIA,1922.01.04,Surfing,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Y
5005,1921,AUSTRALIA,1921.12.11,Swimming,Survived,N
5006,1921,AUSTRALIA,1921.11.27.b,Other,"FATAL, disappeared, body not recovered",Y
5007,1921,AUSTRALIA,1921.11.27.a,Other,"Right hip, buttock, elbow, arm & wrist bitten",N
5008,1921,FIJI,1921.11.15.R,Swimming,FATAL,Y
5009,1921,AUSTRALIA,1921.10.12,Diving,Lacerations to right arm & chest,N
5010,1921,AUSTRALIA,1921.10.04,Diving,"Left thigh bitten, FATAL",Y
5011,1921,OTHER,1921.09.00,Fishing,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,N
5012,1921,AUSTRALIA,1921.08.29.R,Other,Lacerations to arm,N
5013,1921,PHILIPPINES,1921.08.28,Swimming,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",Y
5014,1921,PHILIPPINES,1921.01.11.R,Other,Buttons & shoes found in shark caught in fish trap,UNKNOWN
5015,1920,AUSTRALIA,1920.11.29,Wading,Lacerations to leg & hand,N
5016,1921,OTHER,1921.08.22,Diving,"FATAL, large wound on thigh",Y
5017,1920,AUSTRALIA,1920.11.22,Standing,"Minor injuries to leg, hand & fingers",N
5018,1920,PHILIPPINES,1920.11.04,Other,FATAL,Y
5019,1920,USA,1920.07.14,Swimming,Thought to have been taken by a shark. Body was not recovered,Y
5020,1920,AUSTRALIA,1920.07.05.R,Diving,Severe lacerations to right shoulder & arm,N
5021,1920,USA,1920.06.29,Swimming,Knee & thigh bitten,N
5022,1920,OTHER,1920.06.27,Other,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",N
5023,1920,AUSTRALIA,1920.03.08,Swimming,"Tossed in air by shark, sustained abrasions",N
5024,1920,AUSTRALIA,1920.01.24.R.b,Diving,Lacerations to foot,N
5025,1920,SOUTH AFRICA,1920.02.03,Other,Abdomen bitten,N
5026,1920,AUSTRALIA,1920.01.24.R.a,Diving,FATAL,Y
5027,1920,AUSTRALIA,1920.01.15,Swimming,Leg bitten. FATAL,Y
5028,1920,OTHER,1920.00.00.b,Other,FATAL,Y
5029,1920,NEW ZEALAND,1920.00.00.b,Other,"""Recovered""",N
5030,1920,SOUTH AFRICA,1920.00.00.a,Other,Thigh & buttocks bitten. Not known if he survived.,N
5031,1919,AUSTRALIA,1919.12.30.R,Swimming,Lacerations to left leg,N
5032,1919,AUSTRALIA,1919.12.07,Swimming,"FATAL, left leg & calf bitten, leg surgically amputated ",Y
5033,1919,AUSTRALIA,1919.11.18,Other,Lacerations to buttocks,N
5034,1919,OTHER,1919.09.12,Swimming,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",Y
5035,1919,USA,1919.08.10,Swimming,Laceration to left thigh,N
5036,1919,USA,1919.05.29,Swimming,Left foot bitten & abraded,N
5037,1919,USA,1919.04.06,Other,FATAL,Y
5038,1919,AUSTRALIA,1919.03.16,Other,Shark involvement not confirmed,UNKNOWN
5039,1919,AUSTRALIA,1919.01.17,Swimming,"Multiple injuries, left leg surgically amputated at knee",N
5040,1919,NEW ZEALAND,1919.01.15,Swimming,Leg bitten,N
5041,1919,AUSTRALIA,1919.01.09,Wading,"FATAL, right thigh bitten ",Y
5042,1919,AUSTRALIA,1919.01.05,Other,"FATAL, thigh bitten, leg amputated ",Y
5043,1919,ITALY,1900.00.00.R,Fishing,No injury,N
5044,1919,USA,1919.00.00,Swimming,Leg severed,N
5045,1918,USA,1918.11.00.b,Fishing,FATAL,Y
5046,1918,OTHER,1918.11.00.a,Other,"FATAL, ""men snatched from rafts by sharks""   ",Y
5047,1918,AUSTRALIA,1918.09.19,Bathing,FATAL,Y
5048,1918,AUSTRALIA,1918.03.22,Surfing,"Severe laceration to arm, necessitating surgical amputation at the elbow",N
5049,1918,AUSTRALIA,1918.00.00,Diving,Survived,N
5050,1917,AUSTRALIA,1917.12.15,Swimming,Lacerations to left leg,N
5051,1917,MOZAMBIQUE,1917.11.00,Other,FATAL,Y
5052,1917,USA,1917.09.21,Swimming,Left knee lacerated,N
5053,1917,USA,1917.09.09,Other,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,N
5054,1917,PANAMA,1917.09.00,Swimming,FATAL,Y
5055,1917,USA,1917.07.18,Diving,FATAL,Y
5056,1917,OTHER,1917.07.15,Other,"FATAL, only 1 survivor",Y
5057,1917,USA,1917.06.03,Swimming,Right arm bitten,N
5058,1917,PHILIPPINES,1917.05.31,Swimming,"FATAL, abdominal cavity removed ",Y
5059,1917,OTHER,1917.05.05,Diving,Torso bitten,N
5060,1917,OTHER,1917.00.00,Diving,"Bitten by shark, but  repelled it with his 'skandalopetra' ",N
5061,1916,AUSTRALIA,1916.12.30,Bathing,Right calf bitten,N
5062,1916,AUSTRALIA,1916.12.08.b,Other,"FATAL, right arm severed, chest punctured ",Y
5063,1916,AUSTRALIA,1916.12.08.a,Swimming,Leg nipped by shark,N
5064,1916,PANAMA,1916.11.15,Other,"""Severely bitten""",N
5065,1916,AUSTRALIA,1916.11.10,Swimming,FATAL,Y
5066,1916,AUSTRALIA,1916.11.09,Bathing,FATAL,Y
5067,1916,USA,1916.10.11,Fishing,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Y
5068,1916,USA,1916.08.24,Other,Lower left leg severely bitten & became septic. Not known if he survived,N
5069,1916,USA,1916.07.26,Fishing,Arm severely lacerated,N
5070,1916,USA,1916.07.13.b,Swimming,"No attack,  no injury",N
5071,1916,USA,1916.07.13,Swimming,Ankle bruised,N
5072,1916,USA,1916.07.12.c,Swimming,"Lower left leg bitten, surgically amputated",N
5073,1916,USA,1916.07.12.b,Swimming,"FATAL, thigh bitten ",Y
5074,1916,USA,1916.07.12.a,Swimming,"FATAL, legs & torso bitten ",Y
5075,1916,BAHAMAS,1916.07.11,Other,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",Y
5076,1916,SPAIN,1916.07.08,Diving,Survived,N
5077,1916,PHILIPPINES,1916.07.07,Bathing,Right foot severed,N
5078,1916,USA,1916.07.06,Swimming,FATAL,Y
5079,1916,USA,1916.07.01,Swimming,"FATAL, left leg bitten",Y
5080,1916,USA,1916.06.30,Swimming,Heel bitten,N
5081,1916,OTHER,1916.06.24.R,Other,Presumed FATAL,Y
5082,1916,USA,1916.06.23,Other,Leg bitten by shark hooked shark PROVOKED INCIDENT,N
5083,1916,AUSTRALIA,1916.04.25.R,Swimming,FATAL,Y
5084,1916,AUSTRALIA,1916.04.03,Other,FATAL,Y
5085,1916,AUSTRALIA,1916.03.19,Bathing,Minor lacerations to heel,N
5086,1915,AUSTRALIA,1915.12.09.R,Diving,"Arm severed, lacerations to thigh",N
5087,1915,AUSTRALIA,1915.11.10,Bathing,Severe bite to arm,N
5088,1915,AUSTRALIA,1915.11.08,Bathing,Severe lacerations to feet & ankles,N
5089,1915,USA,1915.08.03,Other,Laceration to left leg,N
5090,1915,MEXICO,1915.07.06.a.R,Fishing,FATAL,Y
5091,1915,MEXICO,1915.07.06.a.R,Wading,FATAL,Y
5092,1915,EGYPT,1915.05.15.R,Other,Shark involvement not confirmed,Y
5093,1915,AUSTRALIA,1915.03.29,Surfing,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",N
5094,1915,AUSTRALIA,1915.02.06,Swimming,Foot bitten,N
5095,1915,NEW ZEALAND,1915.01.13,Fishing,Death may have been due to drowning,Y
5096,1915,AUSTRALIA,1915.01.01,Bathing,FATAL,Y
5097,1915,USA,1915.00.00,Other,"Fatal, drowning or scavenging",UNKNOWN
5098,1914,AUSTRALIA,1914.12.04.R,Swimming,Lacerations to right thigh and knee,N
5099,1914,OTHER,1914.10.17,Other,Thigh bitten,N
5100,1914,OTHER,1914.09.26.R,Other,FATAL,Y
5101,1914,USA,1914.09.09,Swimming,FATAL,Y
5102,1914,CROATIA,1914.07.15.R,Other,"No injury, shark grabbed clothes",N
5103,1914,USA,1914.07.09.R,Fishing,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N
5104,1914,CROATIA,1914.07.07,Other,"No injury, shark nudged raft and circled for 2 hrs.",N
5105,1914,OTHER,1914.06.12,Fishing,"No injury, shark bit paddle and stern of boat",N
5106,1914,AUSTRALIA,1914.06.10,Bathing,FATAL,Y
5107,1914,NEW CALEDONIA,1914.05.31,Swimming,FATAL x 2,Y
5108,1914,USA,1914.05.14,Fishing,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N
5109,1914,USA,1914.03.14.R,Swimming,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,Y
5110,1914,USA,1914.03.03,Other,FATAL,Y
5111,1914,AUSTRALIA,1914.02.09.R,Wading,Lacerations to foot,N
5112,1914,AUSTRALIA,1914.02.03,Other,Lacerations to arms,N
5113,1914,AUSTRALIA,1914.01.17.R,Wading,Laceration to leg,N
5114,1914,SOUTH AFRICA,1914.00.00,Other,No details,UNKNOWN
5115,1913,USA,1913.12.30.R,Fishing,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N
5116,1913,OTHER,1913.11.27,Other,FATAL,Y
5117,1913,AUSTRALIA,1913.11.21,Swimming,Calf severely bitten;  leg surgically amputated,N
5118,1913,USA,1913.09.21,Other,Major injuries but survived,N
5119,1913,CROATIA,1913.09.03,Other,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N
5120,1913,USA,1913.08.27.R,Other,Man's leg recovered from 800-lb shark,UNKNOWN
5121,1913,USA,1913.08.27.R,Other,Female foot recovered from shark,UNKNOWN
5122,1913,ITALY,1913.08.26.R,Other,Human casualties,Y
5123,1913,USA,1913.07.12,Other,FATAL,Y
5124,1913,USA,1913.05.21,Fishing,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N
5125,1913,AUSTRALIA,1913.05.02,Other,Lacerations to thigh by netted shark PROVOKED INCIDENT,N
5126,1913,OTHER,1913.03.27,Other,Leg severed,N
5127,1913,AUSTRALIA,1913.01.00,Diving,"Head, neck & left shoulder bitten",N
5128,1913,REUNION,1913.00.00.d,Swimming,FATAL,Y
5129,1913,REUNION,1913.00.00.c,Swimming,FATAL,Y
5130,1913,AUSTRALIA,1913.00.00.a,Other,Arm severed,N
5131,1912,USA,1912.08.30,Swimming,FATAL,Y
5132,1912,USA,1912.07.23,Swimming,Toes severed,N
5133,1912,SOLOMON ISLANDS,1912.07.06.R,Bathing,FATAL,Y
5134,1912,SOUTH AFRICA,1912.05.04,Other,,UNKNOWN
5135,1912,NEW ZEALAND,1912.03.18,Swimming,"""Slight laceration to leg""",N
5136,1912,AUSTRALIA,1912.02.22,Diving,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N
5137,1912,AUSTRALIA,1912.02.19,Swimming,Left calf & heel bitten,N
5138,1912,NEW CALEDONIA,1912.02.03,Swimming,Left shoulder & both legs bitten,N
5139,1912,AUSTRALIA,1912.01.26,Swimming,FATAL,Y
5140,1912,FIJI,1912.01.13.R,Other,FATAL,Y
5141,1912,AUSTRALIA,1912.01.06,Other,Thigh & lower abdomen severely bitten,N
5142,1912,AUSTRALIA,1912.01.01,Bathing,FATAL,Y
5143,1912,SPAIN,1912.00.00,Other,FATAL,Y
5144,1911,USA,1911.11.08,Other,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",Y
5145,1911,USA,1911.10.26,Other,FATAL,Y
5146,1911,AUSTRALIA,1911.10.25,Diving,Calves bitten,N
5147,1911,USA,1911.09.23,Other,FATAL,Y
5148,1911,USA,1911.09.20,Swimming,FATAL,Y
5149,1911,USA,1911.09.17,Bathing,Left arm & thigh bitten,N
5150,1911,SPAIN,1911.07.31.R,Bathing,FATAL,Y
5151,1911,USA,1911.07.16.R,Fishing,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N
5152,1911,SOUTH AFRICA,1911.05.09,Bathing,"FATAL, partial remains recovered",Y
5153,1911,USA,1911.05.01.R,Fishing,Bitten on left leg by hooked shark PROVOKED INCIDENT,N
5154,1911,SOUTH AFRICA,1911.05.01,Swimming,FATAL,Y
5155,1911,NEW ZEALAND,1911.04.08.R,Fishing,"No injury to occupants, shark bit boat",N
5156,1911,AUSTRALIA,1911.03.29.R,Swimming,FATAL,Y
5157,1911,AUSTRALIA,1911.01.04,Other,Minor injuries,N
5158,1911,USA,1911.00.00.b,Swimming,Minor injury to feet,N
5159,1911,NEW ZEALAND,1911.00.00.a,Fishing,FATAL,Y
5160,1910,CROATIA,1910.12.25.R,Other,FATAL?,Y
5161,1910,AUSTRALIA,1910.12.23.R,Other,FATAL,Y
5162,1910,OTHER,1910.11.28,Fishing,Right hand severely bitten by netted shark PROVOKED INCIDENT,N
5163,1910,AUSTRALIA,1910.11.24,Bathing,Foot bitten,N
5164,1910,MEXICO,1910.06.25.R,Swimming,Leg bitten,N
5165,1910,MOZAMBIQUE,1910.06.08.R,Swimming,"FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Y
5166,1910,USA,1910.05.16.R,Other,Presumed drowned & bodies taken by sharks,N
5167,1910,PANAMA,1910.03.31,Other,FATAL,Y
5168,1910,NEW ZEALAND,1910.03.08,Swimming,Lacerations to foot,N
5169,1910,USA,1910.03.00,Diving,No injury,N
5170,1910,AUSTRALIA,1910.02.16,Surfing,"Shoulder, back & leg bitten",N
5171,1910,AUSTRALIA,1910.01.26,Other,FATAL,Y
5172,1910,USA,1910.00.00.b,Fishing,"Body bitten by shark/s, but death may have been due to drowning",Y
5173,1910,PHILIPPINES,1910.00.00.a,Swimming,"Calf removed, not known if he survived ",UNKNOWN
5174,1909,USA,1909.12.26.R,Other,Severe lacerations to arm,N
5175,1909,AUSTRALIA,1909.12.15.R,Other,FATAL,Y
5176,1909,AUSTRALIA,1909.12.05,Fishing,3 fingers bitten by hooked shark PROVOKED INCIDENT,N
5177,1909,OTHER,1909.11.14,Other,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a shoal of sharks circled  passengers in the water and dragged scores of people to their deaths Of the 61 survivors, many were injured by sharks",Y
5178,1909,USA,1909.09.04.R,Other,Abrasion to leg from netted shark PROVOKED INCIDENT,N
5179,1909,USA,1909.08.13,Fishing,FATAL,Y
5180,1909,USA,1909.07.24,Fishing,Right leg bitten,N
5181,1909,USA,1909.07.15,Swimming,Hip & thigh lacerated,N
5182,1909,MEXICO,1909.06.26.a.R,Bathing,FATAL,Y
5183,1909,SOUTH AFRICA,1909.06.26.b.R,Other,Remains of soldier in uniform. Probable drowning & scavenging,Y
5184,1909,AUSTRALIA,1909.06.18,Other,"FATAL, only his legs, still in sea-boots, were recovered ",Y
5185,1909,SPAIN,1909.04.27.R,Fishing,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,N
5186,1909,USA,1909.04.10,Other, Search party saw a large shark devour what appeared to be part of her body,Y
5187,1909,OTHER,1909.04.09.R,Diving,FATAL,Y
5188,1909,SOUTH AFRICA,1909.03.06,Other,FATAL,Y
5189,1909,OTHER,1909.01.17,Other,FATAL,Y
5190,1909,ITALY,1909.01.00,Other," 3 unidentified bodies recovered (male, female & young girl) from gut of female  4.5 m [14'9""]  white shark caught in fishing net. They may have drowned in tidal wave following earthquake ",Y
5191,1909,AUSTRALIA,1909.00.00,Other,Survived,N
5192,1908,SOUTH AFRICA,1908.12.31,Swimming,FATAL,Y
5193,1908,MEXICO,1908.12.16.R,Swimming,"FATAL, ""bitten in two""",Y
5194,1908,AUSTRALIA,1908.09.21,Other,FATAL,Y
5195,1908,USA,1908.09.05,Fishing,Lacerations to fingers,N
5196,1908,SPAIN,1908.08.28.R,Other,FATAL,Y
